id,descripción_corta,SKU,name,inventario,description,precio_normal,etiquetas,categorias,images,image/url,images/0/url,images/1/url,images/2/url,images/3/url,images/4/url,images/5/url,images/6/url,image,images/7/url,images/8/url,images/9/url,images/10/url,images/11/url,images/12/url,images/13/url,images/14/url,images/15/url,images/16/url,images/17/url,images/18/url,images/19/url,images/20/url
10027600,Incluye 3 cabezales. Fácil de limpiar. Afeitado cómodo y perfecto. Uso inalambrico de 40 minutos. Incluye cepillo y cable cargador. Tiene luz incorporada.,CO-10027600,Maquina Recargable Patillera Barbera Afeitar Solo,16,"Maquina Afeitadora Eléctrica Recargable Microtouch Solo Negro


Tenemos para ti la mejor maquina de afeitar que ha salido al mercado.


MicroTouch Solo Todo-en-uno Recargable Barba Trimmer y Shaver, rasura suavemente todos los bordes de la cara, con lineas precisas dejando la cara limpia.
Funciona en piel sensible, la maquinilla de afeitar no deja irritación.
Podrás llevártela de viaje, en tan sólo una carga podrás manejar todas sus funciones en minutos de carga para uso inalámbrico.


​",34000,Zahiana,Cuidado personal,"https://elenas-media.s3.amazonaws.com/10027600/AFEITADORA-SOLO-3.jpg,https://elenas-media.s3.amazonaws.com/10027600/maquina-recargable-patillera-barbera-afeitar-solo-envio-D_NQ_NP_648085-MCO32477408254_102019-F_1200x1200.jpg,https://elenas-media.s3.amazonaws.com/10027600/afeitadora-recargable-solo-patillera-barbera-micro-touch-D_Q_NP_739115-MCO41053691170_032020-F(1).jpg,https://elenas-media.s3.amazonaws.com/10027600/afeitadora-recargable-solo-patillera-barbera-micro-touch-D_Q_NP_680707-MCO41053663640_032020-F.jpg,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10027600/AFEITADORA-SOLO-3.jpg,https://elenas-media.s3.amazonaws.com/10027600/maquina-recargable-patillera-barbera-afeitar-solo-envio-D_NQ_NP_648085-MCO32477408254_102019-F_1200x1200.jpg,https://elenas-media.s3.amazonaws.com/10027600/afeitadora-recargable-solo-patillera-barbera-micro-touch-D_Q_NP_739115-MCO41053691170_032020-F(1).jpg,https://elenas-media.s3.amazonaws.com/10027600/afeitadora-recargable-solo-patillera-barbera-micro-touch-D_Q_NP_680707-MCO41053663640_032020-F.jpg,,,,,,,,,,,,,,,,,,,
10029071,"el material en acero Inoxidable hace de este producto toda una experiencia ya que extiende de una larga duracion, la marca sport fitness, es una marca colombiana que ofrece a sus usuarios  productos de excelente calidad. 

 ADAPTACION TRICPS CON TOPE",CO-10029071,Adaptacion De Triceps Con Tope Sport Fitness 71120,0,"el material en acero Inoxidable hace de este producto toda una experiencia ya que extiende de una larga duracion, la marca sport fitness, es una marca colombiana que ofrece a sus usuarios  productos de excelente calidad.",77899.78,VARIOS,Otros deportes,"https://elenas-media.s3.amazonaws.com/10029071/AdaptadorParaTricepsconTope.jpg,,,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10029071/AdaptadorParaTricepsconTope.jpg,,,,,,,,,,,,,,,,,,,,,,
10068259,"Oso de 1,30 cms se entrega perfumado y garantizado mas 2 \*OBSEQUIOS ADICIONALES\* que son: una almohada en felpa y un moño de regalo. Se realizan envíos a todo el país, todos los peluches llevan obsequio, se entregan perfumados, su relleno y material son los mejores del mercado, manejamos unos excelentes estándares de calidad, los osos son tal cual como se muestran en las fotos, manejamos diferentes colores y combinaciones",CO-10068259,"HERMOSO OSO DE PELUCHE DE 1,30 CMS",99,"Oso de 1,30 cms se entrega perfumado y garantizado mas 2 \*OBSEQUIOS ADICIONALES\* que son: una almohada en felpa y un moño de regalo. Se realizan envíos a todo el país, todos los peluches llevan obsequio, se entregan perfumados, su relleno y material son los mejores del mercado, manejamos unos excelentes estándares de calidad, los osos son tal cual como se muestran en las fotos, manejamos diferentes colores y combinaciones",155000,Lemali,Juguetes y juegos,"https://elenas-media.s3.amazonaws.com/10068259/1630302058450.jpg,,,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10068259/1630302058450.jpg,,,,,,,,,,,,,,,,,,,,,,
10052389,"**Color : **Negro Con Rojo

**Incluye:**

Sistema de 3 etapas desmontable para fácil lavado

Mango sujetador

Soporte antideslizante para facil uso

**Medidas De La Caja:**

Largo 22 

Ancho 7 

Espesor 5.5

**Material:** ABS + acero inoxidable",CO-10052389,AFILADOR CUCHILLOS SHARPENER,653,"**Características uso: **

1 Tungsteno: es el primer paso, da un filo brusco y fuerte en pocas pasadas (recomendado dos pasadas en un sólo sentido)
2. Cerámica: afina el afilado en sus ruedas de cerámica con el mismo procedimiento
3. cilindros de cerámica forma diamante: suaviza el filo y la punta",17100,Salex Importaciones,Electrodomesticos hogar,"https://elenas-media.s3.amazonaws.com/10052389/17gggg.jpg,https://elenas-media.s3.amazonaws.com/10052389/16gggg666.jpg,https://elenas-media.s3.amazonaws.com/10052389/4ggggghoo.jpg,https://elenas-media.s3.amazonaws.com/10052389/22hhhggfff.jpg,https://elenas-media.s3.amazonaws.com/10052389/7(ggggll.jpg,https://elenas-media.s3.amazonaws.com/10052389/14jjhhh.jpg,https://elenas-media.s3.amazonaws.com/10052389/6fffgffgffi.jpg,https://elenas-media.s3.amazonaws.com/10052389/Afiladordecuchillos.jpg,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10052389/17gggg.jpg,https://elenas-media.s3.amazonaws.com/10052389/16gggg666.jpg,https://elenas-media.s3.amazonaws.com/10052389/4ggggghoo.jpg,https://elenas-media.s3.amazonaws.com/10052389/22hhhggfff.jpg,https://elenas-media.s3.amazonaws.com/10052389/7(ggggll.jpg,https://elenas-media.s3.amazonaws.com/10052389/14jjhhh.jpg,https://elenas-media.s3.amazonaws.com/10052389/6fffgffgffi.jpg,https://elenas-media.s3.amazonaws.com/10052389/Afiladordecuchillos.jpg,,,,,,,,,,,,,,,
10029885,"Bastidor o Canva 30\*30 Cm Xinbowen

Peso 350 Grm

100% Algodon

Libre de Acido

Apta para Aceite y Pintura Acrilia",CO-10029885,Bastidor o Canva 30*30 Cm Xinbowen,20,"Bastidor o Canva 30\*30 Cm Xinbowen

Peso 350 Grm

100% Algodon

Libre de Acido

Apta para Aceite y Pintura Acrilia",9799.65,EL CONTAINER,Material Escolar,"https://elenas-media.s3.amazonaws.com/10029885/75108c2d-edad-4b91-9e0f-f4ffc4b64299.jpg,,,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10029885/75108c2d-edad-4b91-9e0f-f4ffc4b64299.jpg,,,,,,,,,,,,,,,,,,,,,,
10025959,"¡El ventilador silencioso y la luz nocturna relajante lo hacen perfecto para usar durante toda la noche y dormir cómodamente! La luz de estado de ánimo LED incorporada se puede configurar en cualquiera de sus 7 opciones de color, establecer en el modo de ciclo de color o apagar con el toque de un botón! ¡Utilizar otros acondicionadores de aire durante todo el día puede costar mucho dinero y ocupar tanto espacio! Algunos incluso tienen que desahogarse por una ventana, lo que lo hace muy inconveniente 

¡El diseño compacto y elegante de Arctic Air cabe perfectamente en su escritorio, mesita de noche o mesa de centro, donde sea que lo necesite! ¡Es ideal para guaridas, rincones de lectura, trabajo, dormitorios, oficinas, oficinas en el hogar, autocaravanas, espacios de trabajo, bancos, sótanos, garajes y más! Es liviano, ¡incluso conveniente para viajar! ¡Ideal también para actividades al aire libre! ¡No solo es seguro de usar, sino que ahorra energía! ¡Este enfriador de aire espacial personal realmente enfría el aire a tu alrededor, donde más lo necesitas, mientras usas el tamaño y el consumo de energía de un ventilador pequeño",CO-10025959,Maquina Aire Acondicionado Personal. Ambiente Cool Portatil,49,"Disfruta de Cool, Clean Air Anywhere! ¡Presentamos Arctic Air el potente y compacto enfriador de aire que extrae el aire caliente de la habitación a través de su filtro de agua evaporativa para llenar cualquier espacio con aire frío y cómodo!

¡Arctic Air se enfría, humidifica y purifica para mejorar el aire! Simplemente llénelo con agua, conéctelo a cualquier enchufe de pared estándar o puerto USB y ¡disfrútelo! ¡Corre hasta 8 horas por llenado! ¡Arctic Air es un enfriador de aire por evaporación que te permite crear tu propio clima personal!",49000,MATCH PRO,Otros / Varios,"https://elenas-media.s3.amazonaws.com/10025959/Purificador.png,https://elenas-media.s3.amazonaws.com/10025959/Purificador2.png,https://elenas-media.s3.amazonaws.com/10025959/Purificador3.png,https://elenas-media.s3.amazonaws.com/10025959/Purificador4.png,https://elenas-media.s3.amazonaws.com/10025959/Aire-1.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-2.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-3.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-4.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-5.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-6.jpg,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10025959/Purificador.png,https://elenas-media.s3.amazonaws.com/10025959/Purificador2.png,https://elenas-media.s3.amazonaws.com/10025959/Purificador3.png,https://elenas-media.s3.amazonaws.com/10025959/Purificador4.png,https://elenas-media.s3.amazonaws.com/10025959/Aire-1.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-2.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-3.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-4.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-5.jpg,https://elenas-media.s3.amazonaws.com/10025959/Aire-6.jpg,,,,,,,,,,,,,
10043896,"Medidas MÁQUINA CALENTADORA:
-11cm de alto
-18cm de diámetro


Medidas ENVASE METÁLICO:
-13cm de diámetro
-6cm de alto


-Calienta a 360 grados C
-Alta resistencia al calor
-Derrite todo tipo de cremas depilatorias
-Incluye extra aluminio
-Graduable
-Luz Led indicador de On Off",CO-10043896,olla Calentadora Depilación cera Profesional Graduable Belleza,7,"Con esta increíble máquina calentadora para la depilación en cera o derretir elementos para procedimientos de belleza PROFESIONALES, podrás realizar múltiples procesos en cuestión de minutos, graduando su temperatura en el interior a tu gusto.


Además, contiene un envase metálico para calentar las soluciones, que se puede sacar con facilidad para limpiar la máquina de forma rápida y poder volver a utilizarla en cuestión de minutos.",29900,MyM Tecnologic,Cuidado personal,"https://elenas-media.s3.amazonaws.com/10043896/1.png,https://elenas-media.s3.amazonaws.com/10043896/2.png,https://elenas-media.s3.amazonaws.com/10043896/3.png,https://elenas-media.s3.amazonaws.com/10043896/5.png,https://elenas-media.s3.amazonaws.com/10043896/6.png,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10043896/1.png,https://elenas-media.s3.amazonaws.com/10043896/2.png,https://elenas-media.s3.amazonaws.com/10043896/3.png,https://elenas-media.s3.amazonaws.com/10043896/5.png,https://elenas-media.s3.amazonaws.com/10043896/6.png,,,,,,,,,,,,,,,,,,
10068872,"DEPILADORA RECARGABLE 2 EN 1 

Multi-funcional, que es adecuado para el recorte de la ceja y el pelo del cuerpo como las axilas, brazo, pierna, cadera, la línea del bikini y otras partes del cuerpo.


Esta afeitadora con hoja flexible hace que la depilación sea menos doloroso.
Cabeza con diseño de nido de abeja puede afeitarse gruesa, suave, largo y tendido pelos a fondo.


Tamaño portátil es fácil de usar en cualquier lugar
- Manija DE ABS durable, hoja de acero inoxidable
- Eliminación de cabello grueso y fino, ligeramente, rápida y segura sin dolor, herido, cero, alergia o irritación.
- Mantener su piel sin dañar su glándula sudorípara o piel.
- Diseño de nido de abeja es ideal para la eliminación de pelo grueso.",CO-10068872,Maquina Depilador Y Razuradora Trimmer Marske 2 en 1,24,"Esta afeitadora con hoja flexible hace que la depilación sea menos doloroso.


Cabeza con diseño de nido de abeja puede afeitarse gruesa, suave, largo y tendido pelos a fondo.


Puede retardar el crecimiento de pelo, ya que elimina el vello desde la raíz.


En lugar del salón de depilación, esta afeitadora se puede ahorrar tiempo y dinero para usted.


Tamaño portátil es fácil de usar en cualquier lugar, incluso cuando viaje o en el ir.


- Manija DEL ABS es respetuoso del medio ambiente y durable, y hoja de acero inoxidable es fuerte y inoxidable.


- Eliminación de cabello grueso y fino, ligeramente, rápida y segura sin dolor, herido, cero, alergia o irritación.


- Mantener su piel sin dañar su glándula sudorípara o piel.


- Exquisita hoja neto no hará daño a los poros, que no va a dejar que su cabello se vuelve más grueso después de su uso.",33999.49,TV MARKET ONLINE,Cuidado personal,"https://elenas-media.s3.amazonaws.com/10068872/depiladora-2-en-1-recargable-para-dama-marske-2211.jpg,https://elenas-media.s3.amazonaws.com/10068872/depiladora-2-en-1-recargable-para-dama-marske-2211(1).jpg,,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10068872/depiladora-2-en-1-recargable-para-dama-marske-2211.jpg,https://elenas-media.s3.amazonaws.com/10068872/depiladora-2-en-1-recargable-para-dama-marske-2211(1).jpg,,,,,,,,,,,,,,,,,,,,,
10069162,"Dimensiones:

Largo 80 CM Ancho 60 M

Material:

Aluminio",CO-10069162,Tendedero de Ropa pegable en Aluminio,30,"Este tendedero es muy adecuado para apartamentos, terrazas y cualquier lugar interior o exterior. Puede reducir la ropa de su jardín. Este tendedero facilitará las tareas del hogar y organizará la ropa lavada de una manera cómoda y rápida para lograr la sencillez e idealmente seca. Hecho de tubos y placas de metal resistentes a la corrosión de alta calidad, pintura en aerosol electrostática que puede prevenir la oxidación. Práctico y ligero, puede proporcionar un sistema de plegado de hasta 1 metro, y el tendedero ayuda a ahorrar espacio.",62999,Baobab,Organizadores,"https://elenas-media.s3.amazonaws.com/10069162/Tendedero.png,https://elenas-media.s3.amazonaws.com/10069162/Tendedero1.png,,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10069162/Tendedero.png,https://elenas-media.s3.amazonaws.com/10069162/Tendedero1.png,,,,,,,,,,,,,,,,,,,,,
10061229,"\*ESPECIFICACIONES
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_


Medidas PLATO:
-28cm de largo
-16cm de ancho
-10cm de alto


Medidas DISPENSADOR:
-32cm de largo
-50cm de circunferencia


-Material libre de BPA, PVC, ni ftalato.
-No apto para microondas.
-Capacidad: agua 
-Flujo de agua


\*CONTENIDO DEL EMPAQUE:
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_


-1 Tazon Perro 
-1 dispensador de agua
-1 tapa de dispensador",CO-10061229,Dispensador Naranja Bebedero Perro Flujo Agua Bebedero Caninos,2,"Este bebedero para perros está especialmente diseñado para controlar y mejorar la alimentación de ellos, ya que ayuda a distribuir el agua con su sistema de flujo, y a que la digestión se procese mejor.


Ademas tiene una base antideslizante que ayuda a que el plato no se mueva cuando el animal este bebiendo, es muy facil de limpiar y rellenar. Como complemento, es un divertido comedero que hará que tu mascota se divierta mientras se alimenta y lo hará más feliz!",29900,MyM Tecnologic,Para perros,"https://elenas-media.s3.amazonaws.com/10061229/3.jpg,https://elenas-media.s3.amazonaws.com/10061229/4.jpg,https://elenas-media.s3.amazonaws.com/10061229/5.jpg,https://elenas-media.s3.amazonaws.com/10061229/6.jpg,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10061229/3.jpg,https://elenas-media.s3.amazonaws.com/10061229/4.jpg,https://elenas-media.s3.amazonaws.com/10061229/5.jpg,https://elenas-media.s3.amazonaws.com/10061229/6.jpg,,,,,,,,,,,,,,,,,,,
10025278,ALTO    96 -108  ANCHO 64  FONDO 59,CO-10025278,Silla Ejecutiva Chloe Blanco/Azul - SAZ 5917,20,"Silla Ejecutiva Chloe Blanco/Azul
Espaldar   medio, asiento de tela con respaldo de malla. Apoya brazos fijo y tiene   espuma de alta densidad que cubre la silla.    

ALTO    96 -108

ANCHO 64

FONDO 59    


  

**Diseño y colores modernos y construido con materiales nacionales de alta calidad.**

**Información Importante: **Este producto llega desarmado, Incluye instructivo de fácil armado con todas las instrucciones, el cliente debe armarlo siguiendo el manual paso a paso (No incluye destornilladores ni herramientas caseras básicas necesarias para armar.)\*Por favor tenga cuidado al armar y no fuerce las piezas.\*Las imágenes son ambientadas, su compra no incluye: accesorios, electrodomésticos, objetos decorativos, aparatos electrónicos, instalación, grifería, ni ningún otro producto.

Producto de fabricación nacional, excelente calidad.

**Recomendaciones**: El mueble debe ser utilizado en interiores, evitar los rayos de sol constantes en el mueble, evite el contacto directo con agua porque puede afectar las propiedades, deben de ser limpiados con un trapo ligeramente húmedo para remover el polvo. En caso necesario utilice jabones neutros, por ejemplo, el jabón de baño, siempre levante el mueble entre 2 personas, no permita que los niños manipulen el mueble, puede volcarse y lastimarlos.",646919,V.M HOGAR.,Muebles para el hogar,"https://elenas-media.s3.amazonaws.com/10025278/1.jpg,https://elenas-media.s3.amazonaws.com/10025278/2.jpg,https://elenas-media.s3.amazonaws.com/10025278/3.jpg,https://elenas-media.s3.amazonaws.com/10025278/4.jpg,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10025278/1.jpg,https://elenas-media.s3.amazonaws.com/10025278/2.jpg,https://elenas-media.s3.amazonaws.com/10025278/3.jpg,https://elenas-media.s3.amazonaws.com/10025278/4.jpg,,,,,,,,,,,,,,,,,,,
10069337,"ESPECIFICACIONES:


- Fuente de alimentación: encendedor de cigarrillos 12-24v
- Cámara: 5 Megapixeles
- Monitor de parqueo
- Ubicación cámaras: Interior, frontal y trasera
- Microfono incorporado
- Sensor G Incorporado
- Tamaño de pantalla 4.0""
- Lente gran angular de 170°
- Resolución de vídeo: 1080FHD/720P/VGA
- Formato de vídeo: H.264, audio: AAC
- Función de detección de movimiento.
- Formato foto: JPEG
- Modo de foto: 5 mp
- Memoria MicroSD hasta 32GB Clase 10 ( NO INCLUIDA )
- Voltaje: 5V - 1A
- Batería de litio incorporada: 3.7 V 300 mAh.
- Frecuencia de corriente:50Hz/ 60Hz",CO-10069337,Camara Para Carro 3 En 1 Frontal Interna Y Trasera Lcd 4,14,"ESPECTACULAR CAMARA DVR CARRO 3 EN 1 CAMARA FRONTAL, INTERNA Y TRASERA CON PANTALLA LCD 4 PULGADAS


Camara de Carro Panoramica frontal , se sostiene por medio de una ventosa. La imagen de ambas cámaras se muestra en una pantalla LCD en color, con una diagonal de 4.0 pulgadas. La resolución de la pantalla es de 800x480 píxeles.
Lente: Delantera: gran angular de alta resolución 170 ° Parte posterior: gran angular de 140 ° Cámara interior: gran angular de 120 °
Idioma menú: multilenguaje
Resolución de video: Delantero: Full HD 1080P, 720P Parte posterior y la cámara interior: 720P (640 \* 480)
Formato de video: AVI (H.264)
Grabación automática de bucle: Off / 1min / 2min / 3min
Resolución de la imagen: 3 M / 2 M / 1 M
Formato de imagen: JPG
Tarjeta de memoria: tarjeta TF (máximo admitido a 32 GB, velocidad de acceso clase 10 o superior)
Soporte Guia para Parqueo
Micrófono / Altavoz: Incorporado
Frecuencia: 50Hz / 60Hz
Puerto: puerto de lente de vista trasera digital 720P de 2,5 mm (AV IN) / ranura para tarjeta Mini USB / TF
 

 INCLUYE


- Camara Dvr
- Cámara trasera con cable 6 metros.
- Soporte Ventosa
- Cargador para encendedor carro
- Manual",149899.54,creaciones Luci,Accesorios para vehiculos,"https://elenas-media.s3.amazonaws.com/10069337/Diseñosintítulo.jpg,https://elenas-media.s3.amazonaws.com/10069337/1100573-800-auto.jpg,https://elenas-media.s3.amazonaws.com/10069337/6620677_1.jpg,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10069337/Diseñosintítulo.jpg,https://elenas-media.s3.amazonaws.com/10069337/1100573-800-auto.jpg,https://elenas-media.s3.amazonaws.com/10069337/6620677_1.jpg,,,,,,,,,,,,,,,,,,,,
10028685,Bomba de agua automática. Dispensador eléctrico recargable Alimentado por USB Material libre de BPA. Duradero y reutilizable 100% seguro para el consumo de agua Puede bombear 4-6 jarras de agua si está completamente cargada Fácil uso para niños y ancianos Interruptor on/off Se adapta a botellas con tapa de rosca 4.5L - 19L Pequeño y ligero. Ideal para usar en casa o en la oficina Tiempo de carga: 3-4 horas,CO-10028685,Dispensador Automatico De Agua Para Botellon Recargable,25,"Dispensador Automatico De Agua Para Botellon Recargable


Bomba de agua automática.
Dispensador eléctrico recargable
Alimentado por USB
Material libre de BPA. Duradero y reutilizable
100% seguro para el consumo de agua
Puede bombear 4-6 jarras de agua si está completamente cargada
Fácil uso para niños y ancianos
Interruptor on/off
Se adapta a botellas con tapa de rosca 4.5L - 19L
Pequeño y ligero.
Ideal para usar en casa o en la oficina
Tiempo de carga: 3-4 horas


Respaldo y garantía en todos nuestros artículos.",16989.63,www.ventasbogota.com,Accessorios de cocina,"https://elenas-media.s3.amazonaws.com/10028685/Haf77d1882da94e428d6749ab84d8e4f2p(1).jpg,,,,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10028685/Haf77d1882da94e428d6749ab84d8e4f2p(1).jpg,,,,,,,,,,,,,,,,,,,,,,
10064223,"-Material: Cerámica
-Tipo de calentador: PTC
-Visualización de la temperatura: LCD
-Potencia: 130W-160W
-Función: Onda de pelo rizado
-Tensión de: 110-240V 50-60Hz
-Temperatura: 140C-230C/300F-450F
-Calentador de: Rápido calefacción PTC
-Material de la placa: Revestido de cerámica placa 
- 3 Bucles de rizado que se calientan rápidamente.
- Soporte de seguridad para evitar quemaduras.
- Dimensiones aproximadas: 37 x 10 x 9 cm.",CO-10064223,Pinza Rizadora 3 Tubos Hair Curly COLOR DORADO,98,"Una buena herramienta para el cabello, fácil de darle un aspecto a la moda en pocos minutos, también un peinado de larga duración. 
Inofensivo para el cabello: Tecnología de revestimiento de cerámica esmaltada, alta resistencia a la temperatura, la tecnología de cerámica proporciona calor alto y uniforme mientras protege el cabello, hace que tu cabello sea natural y que dure todo el día. Excelente diseño: El rizador de 3 barriles puede calentar hasta 180 en solo unos 30 segundos, tres barriles significa triplicar la velocidad. Creará las hermosas ondas ""S"" que siempre ha querido en una fracción del tiempo. 
Único rizador de barril: Curvas de aspecto natural: el rizador de cerámica de 3 barriles es una gran herramienta para crear rizos de aspecto natural y elegante que duran todo el día. Puedes cambiar tu aspecto sin ningún tipo de molestia, mejorar el temperamento. Funciona en todos los tipos de cabello.",52000,Comercializadora GGP,Cuidado del cabello,"https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30.jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(1).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(2).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(3).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(4).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(5).jpeg,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30.jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(1).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(2).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(3).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(4).jpeg,https://elenas-media.s3.amazonaws.com/10064223/WhatsAppImage2021-08-10at16.11.30(5).jpeg,,,,,,,,,,,,,,,,,
10064237,"- Escala de medida: 1 gramo hasta 5 kilos  - Sensor de galgas extensométricas de alta precisión  - Cero automático - Auto apagado  - Indicador de batería baja  - Pantalla de unidades múltiples - Función de tara  - Opera con 2 baterías AAA incluidas  - Incluye recipiente plástico desmontable   
- Medidas aprox: 16.5 cm. de largo, 12,5 cm. de ancho  
- Escala de medida: 1 gramo hasta 5 kilos",CO-10064237,Gramera Nekar Ty-5 N,99,"Báscula de cocina digital que te servirá siempre que la necesites y podrás preparar todas tus recetas favoritas al pie de la letra, con medidas exactas, para que te queden perfectas.",26000,Comercializadora GGP,Menaje y Utensilios de Cocina,"https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457051.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457052.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457053.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457054.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457055.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457057.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457058.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457059.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457060.jpg,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457051.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457052.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457053.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457054.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457055.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457057.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457058.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457059.jpg,https://elenas-media.s3.amazonaws.com/10064237/photo5098444098582457060.jpg,,,,,,,,,,,,,,
10053227,"Tipo de artículo: taladro eléctrico para manicura y accesorio. 

Material: de plástico 

Nombre: Mini taladro eléctrico. 

Uso: máquina de uñas. Color: como se muestra en las imágenes. 

Tamaño: 15,6\*2,5 cm.",CO-10053227,Kit Pulidor de uñas Electrico para Viaje Removedor Acrílico Manicure,7,"Rápido/lento, bajo ruido y ligera vibración para un funcionamiento suave y prolongado.
El juego de manicura cuenta con 6 cabezales de metal estándar opcionales y 6 bandas de lijado.
Fácil de cambiar y controlar. Adecuado para manicura pedicura y silencioso y suave. Portátil y fácil de llevar
Silencioso y suave, acepta todos los accesorios de herramientas giratorias; diseño de rodamientos dobles y doble aislamiento.
Juego de manicura multifunción para tallar, grabar, enrutar, moler, afilar, lijar, pulir, perforar, etc.





Nota:
Puede haber un poco de distorsiones de color debido a las diferentes resoluciones del ordenador.
Puede haber errores de tamaño debido a las diferentes resoluciones del ordenador.


El paquete incluye:
1 \* taladro eléctrico de uñas.
1 \* cable",32000,MVMarcas,Cuidado personal,"https://elenas-media.s3.amazonaws.com/10053227/1.jpg,https://elenas-media.s3.amazonaws.com/10053227/2.jpg,https://elenas-media.s3.amazonaws.com/10053227/3.jpg,https://elenas-media.s3.amazonaws.com/10053227/4.jpg,,,,,,,,,,,,,,,,,,,",https://elenas-media.s3.amazonaws.com/10053227/1.jpg,https://elenas-media.s3.amazonaws.com/10053227/2.jpg,https://elenas-media.s3.amazonaws.com/10053227/3.jpg,https://elenas-media.s3.amazonaws.com/10053227/4.jpg,,,,,,,,,,,,,,,,,,,
